Receipt ID,Date,Supplier ID,Supplier,Arrival Hour,Units,Arrived On Time,Damage Free,Documents Correct,Dock To Stock Hours
R013366,2026-08-21,SUP08,Harbor Home,9,1014,1,1,1,4.14
R013367,2026-08-21,SUP07,Granite Tools,10,1067,1,1,1,4.45
R013368,2026-08-21,SUP10,Juniper Kitchen,20,1204,0,1,1,5.6
R013369,2026-08-21,SUP01,Alder Foods,11,563,1,1,1,4.35
R013370,2026-08-21,SUP01,Alder Foods,8,791,1,1,1,3.7
R013371,2026-08-21,SUP08,Harbor Home,13,1119,1,1,1,4.13
R013372,2026-08-21,SUP07,Granite Tools,6,1275,1,1,1,3.94
R013373,2026-08-21,SUP09,Iris Kids,13,1392,0,1,1,4.62
R013374,2026-08-21,SUP07,Granite Tools,12,1340,1,1,1,3.7
R013375,2026-08-21,SUP08,Harbor Home,10,936,1,1,1,3.85
R013376,2026-08-21,SUP09,Iris Kids,11,1275,1,1,1,4.2
R013377,2026-08-22,SUP09,Iris Kids,14,437,1,1,1,4.15
R013378,2026-08-22,SUP07,Granite Tools,7,940,1,1,1,2.61
R013379,2026-08-22,SUP05,Evergreen Pet,14,1285,0,1,1,4.96
R013380,2026-08-22,SUP01,Alder Foods,16,1163,1,1,1,10.26
R013381,2026-08-22,SUP10,Juniper Kitchen,8,702,1,1,1,4.97
R013382,2026-08-22,SUP08,Harbor Home,14,1049,1,1,1,5.03
R013383,2026-08-22,SUP07,Granite Tools,9,988,1,1,1,3.16
R013384,2026-08-22,SUP04,Delta Apparel,10,373,1,1,1,3.44
R013385,2026-08-22,SUP03,Cobalt Electronics,11,848,1,1,1,4.42
R013386,2026-08-22,SUP02,Brightline Beauty,11,870,1,1,1,3.34
R013387,2026-08-22,SUP06,Fjord Outdoor,7,1059,1,1,1,3.9
R013388,2026-08-22,SUP06,Fjord Outdoor,14,702,0,1,1,4.77
R013389,2026-08-22,SUP09,Iris Kids,14,423,1,1,1,4.35
R013390,2026-08-22,SUP04,Delta Apparel,9,402,1,1,1,4.99
R013391,2026-08-22,SUP01,Alder Foods,13,902,1,1,1,2.84
R013392,2026-08-22,SUP08,Harbor Home,9,1248,1,1,1,2.69
R013393,2026-08-22,SUP07,Granite Tools,19,785,1,1,1,7.18
R013394,2026-08-22,SUP01,Alder Foods,8,1038,1,1,1,3.19
R013395,2026-08-22,SUP03,Cobalt Electronics,16,970,1,1,1,7.57
R013396,2026-08-22,SUP04,Delta Apparel,10,951,1,1,1,3.31
R013397,2026-08-22,SUP05,Evergreen Pet,9,742,1,1,1,4.05
R013398,2026-08-22,SUP04,Delta Apparel,14,711,1,1,1,4.52
R013399,2026-08-22,SUP06,Fjord Outdoor,10,1391,0,1,1,3.27
R013400,2026-08-22,SUP06,Fjord Outdoor,11,975,1,1,1,3.06
R013401,2026-08-22,SUP08,Harbor Home,12,1245,1,1,1,4.78
R013402,2026-08-22,SUP07,Granite Tools,7,1201,1,1,1,3.08
R013403,2026-08-22,SUP08,Harbor Home,15,1395,0,1,1,2.58
R013404,2026-08-22,SUP02,Brightline Beauty,9,1072,1,1,1,4.74
R013405,2026-08-22,SUP02,Brightline Beauty,9,566,1,1,1,2.94
R013406,2026-08-22,SUP08,Harbor Home,17,1049,1,1,1,10.61
R013407,2026-08-22,SUP07,Granite Tools,13,833,1,1,1,4.07
R013408,2026-08-22,SUP07,Granite Tools,6,410,1,1,1,3.71
R013409,2026-08-22,SUP04,Delta Apparel,20,1046,1,1,1,9.62
R013410,2026-08-22,SUP10,Juniper Kitchen,11,527,1,1,1,2.89
R013411,2026-08-22,SUP06,Fjord Outdoor,14,1259,0,1,1,3.3
R013412,2026-08-22,SUP08,Harbor Home,12,298,1,1,1,2.66
R013413,2026-08-22,SUP03,Cobalt Electronics,15,645,1,1,1,4.73
R013414,2026-08-22,SUP04,Delta Apparel,10,561,1,1,1,4.84
R013415,2026-08-22,SUP07,Granite Tools,11,749,1,1,1,2.92
R013416,2026-08-22,SUP07,Granite Tools,11,1224,1,1,1,4.77
R013417,2026-08-22,SUP06,Fjord Outdoor,20,428,1,1,1,10.48
R013418,2026-08-22,SUP03,Cobalt Electronics,7,942,1,1,1,2.8
R013419,2026-08-22,SUP02,Brightline Beauty,16,349,1,1,1,7.41
R013420,2026-08-22,SUP01,Alder Foods,11,1090,1,1,1,4.13
R013421,2026-08-22,SUP05,Evergreen Pet,16,711,1,1,1,7.09
R013422,2026-08-22,SUP04,Delta Apparel,11,277,1,1,1,2.54
R013423,2026-08-22,SUP02,Brightline Beauty,12,988,0,1,1,4.84
R013424,2026-08-22,SUP07,Granite Tools,17,965,1,1,1,7.65
R013425,2026-08-22,SUP01,Alder Foods,21,341,1,1,1,10.8
R013426,2026-08-22,SUP04,Delta Apparel,13,529,1,1,1,4.6
R013427,2026-08-22,SUP09,Iris Kids,15,1012,1,1,1,2.78
R013428,2026-08-22,SUP08,Harbor Home,8,963,1,1,1,3.12
R013429,2026-08-22,SUP04,Delta Apparel,15,1181,1,1,1,4.98
R013430,2026-08-22,SUP04,Delta Apparel,13,1257,1,1,1,4.52
R013431,2026-08-22,SUP07,Granite Tools,13,382,1,1,1,5.02
R013432,2026-08-22,SUP06,Fjord Outdoor,14,920,1,1,1,4.49
R013433,2026-08-22,SUP03,Cobalt Electronics,12,568,1,1,1,4.67
R013434,2026-08-22,SUP06,Fjord Outdoor,11,1117,0,1,1,3.88
R013435,2026-08-22,SUP09,Iris Kids,12,536,1,1,1,4.67
R013436,2026-08-22,SUP09,Iris Kids,14,296,1,1,1,4.62
R013437,2026-08-22,SUP05,Evergreen Pet,14,1348,1,1,1,2.69
R013438,2026-08-22,SUP04,Delta Apparel,13,763,1,1,1,3.29
R013439,2026-08-22,SUP02,Brightline Beauty,16,1344,1,1,0,7.84
R013440,2026-08-23,SUP03,Cobalt Electronics,14,688,1,1,1,4.07
R013441,2026-08-23,SUP01,Alder Foods,9,852,1,1,1,2.8
R013442,2026-08-23,SUP05,Evergreen Pet,8,666,1,1,1,5.07
R013443,2026-08-23,SUP01,Alder Foods,14,621,1,1,0,3.48
R013444,2026-08-23,SUP02,Brightline Beauty,9,994,1,1,1,3.92
R013445,2026-08-23,SUP08,Harbor Home,9,1281,1,1,1,4.35
R013446,2026-08-23,SUP04,Delta Apparel,13,1187,1,1,1,4.47
R013447,2026-08-23,SUP02,Brightline Beauty,18,1335,1,1,1,7.49
R013448,2026-08-23,SUP04,Delta Apparel,14,504,0,1,0,4.45
R013449,2026-08-23,SUP05,Evergreen Pet,21,659,1,1,1,7.09
R013450,2026-08-23,SUP07,Granite Tools,17,532,1,1,0,8.55
R013451,2026-08-23,SUP08,Harbor Home,16,475,0,1,1,9.3
R013452,2026-08-23,SUP03,Cobalt Electronics,8,945,1,1,1,4.97
R013453,2026-08-23,SUP02,Brightline Beauty,20,1150,1,1,1,10.7
R013454,2026-08-23,SUP03,Cobalt Electronics,13,1367,1,1,1,3.23
R013455,2026-08-23,SUP06,Fjord Outdoor,16,883,1,1,1,8.37
R013456,2026-08-23,SUP09,Iris Kids,8,603,1,1,1,3.95
R013457,2026-08-23,SUP07,Granite Tools,6,655,1,1,1,4.92
R013458,2026-08-23,SUP09,Iris Kids,9,418,1,1,1,2.51
R013459,2026-08-23,SUP04,Delta Apparel,9,730,1,1,1,2.98
R013460,2026-08-23,SUP01,Alder Foods,8,1222,0,1,1,3.6
R013461,2026-08-23,SUP04,Delta Apparel,17,1296,1,1,1,6.05
R013462,2026-08-23,SUP02,Brightline Beauty,7,856,0,1,1,4.26
R013463,2026-08-23,SUP02,Brightline Beauty,12,783,1,1,1,4.31
R013464,2026-08-23,SUP06,Fjord Outdoor,11,606,1,1,1,2.68
R013465,2026-08-23,SUP01,Alder Foods,10,1281,1,1,1,2.87
R013466,2026-08-23,SUP02,Brightline Beauty,12,769,1,1,1,3.37
R013467,2026-08-23,SUP02,Brightline Beauty,15,1088,0,1,1,4.85
R013468,2026-08-23,SUP06,Fjord Outdoor,9,773,1,1,1,3.04
R013469,2026-08-23,SUP09,Iris Kids,14,785,1,1,1,4.18
R013470,2026-08-23,SUP05,Evergreen Pet,13,898,1,1,1,2.74
R013471,2026-08-23,SUP10,Juniper Kitchen,7,386,1,1,1,2.65
R013472,2026-08-23,SUP01,Alder Foods,13,594,1,1,1,3.45
R013473,2026-08-23,SUP02,Brightline Beauty,12,1123,1,1,1,2.69
R013474,2026-08-23,SUP06,Fjord Outdoor,21,1350,1,1,1,7.41
R013475,2026-08-23,SUP04,Delta Apparel,13,585,1,1,1,3.62
R013476,2026-08-23,SUP07,Granite Tools,10,1154,1,1,1,4.12
R013477,2026-08-23,SUP05,Evergreen Pet,11,880,1,1,1,2.82
R013478,2026-08-23,SUP03,Cobalt Electronics,7,1370,0,1,1,3.72
R013479,2026-08-23,SUP10,Juniper Kitchen,10,934,1,1,1,4.08
R013480,2026-08-23,SUP01,Alder Foods,18,1225,1,1,1,7.44
R013481,2026-08-23,SUP06,Fjord Outdoor,8,819,1,1,1,5.1
R013482,2026-08-23,SUP07,Granite Tools,9,583,1,1,1,4.26
R013483,2026-08-23,SUP07,Granite Tools,14,1023,1,1,1,2.77
R013484,2026-08-23,SUP02,Brightline Beauty,11,276,1,1,1,4.98
R013485,2026-08-23,SUP10,Juniper Kitchen,12,1220,1,1,1,4.0
R013486,2026-08-23,SUP02,Brightline Beauty,13,937,1,1,1,4.77
R013487,2026-08-24,SUP04,Delta Apparel,10,266,1,1,1,2.97
R013488,2026-08-24,SUP04,Delta Apparel,8,296,1,1,1,4.52
R013489,2026-08-24,SUP04,Delta Apparel,16,1133,1,1,1,6.01
R013490,2026-08-24,SUP08,Harbor Home,10,782,0,0,1,3.41
R013491,2026-08-24,SUP10,Juniper Kitchen,13,869,1,1,1,3.47
R013492,2026-08-24,SUP06,Fjord Outdoor,10,742,1,1,1,5.12
R013493,2026-08-24,SUP03,Cobalt Electronics,15,1369,1,1,1,4.77
R013494,2026-08-24,SUP03,Cobalt Electronics,11,524,1,1,1,3.35
R013495,2026-08-24,SUP06,Fjord Outdoor,15,1042,1,1,1,4.49
R013496,2026-08-24,SUP07,Granite Tools,8,1361,1,1,1,2.73
R013497,2026-08-24,SUP04,Delta Apparel,12,802,1,1,1,4.13
R013498,2026-08-24,SUP10,Juniper Kitchen,8,724,1,1,1,4.75
R013499,2026-08-24,SUP08,Harbor Home,8,821,1,0,1,2.57
R013500,2026-08-24,SUP06,Fjord Outdoor,16,556,1,1,1,8.13
R013501,2026-08-24,SUP01,Alder Foods,14,980,1,1,1,4.51
R013502,2026-08-24,SUP07,Granite Tools,8,967,1,1,1,4.12
R013503,2026-08-24,SUP03,Cobalt Electronics,20,1046,1,1,1,8.18
R013504,2026-08-24,SUP05,Evergreen Pet,7,547,1,1,1,4.71
R013505,2026-08-24,SUP04,Delta Apparel,17,732,1,1,1,9.3
R013506,2026-08-24,SUP01,Alder Foods,19,1380,1,1,1,6.73
R013507,2026-08-24,SUP03,Cobalt Electronics,19,417,1,1,1,7.69
R013508,2026-08-24,SUP08,Harbor Home,21,1097,1,0,1,7.54
R013509,2026-08-24,SUP04,Delta Apparel,13,1219,1,1,1,2.9
R013510,2026-08-24,SUP01,Alder Foods,20,1202,1,1,1,5.89
R013511,2026-08-24,SUP09,Iris Kids,18,1210,0,1,1,8.69
R013512,2026-08-24,SUP08,Harbor Home,14,976,1,1,0,2.74
R013513,2026-08-24,SUP10,Juniper Kitchen,7,684,1,1,1,5.23
R013514,2026-08-24,SUP04,Delta Apparel,10,804,1,1,1,5.1
R013515,2026-08-24,SUP08,Harbor Home,18,786,1,0,1,5.27
R013516,2026-08-24,SUP03,Cobalt Electronics,15,958,1,1,1,3.51
R013517,2026-08-24,SUP06,Fjord Outdoor,11,724,1,1,1,5.11
R013518,2026-08-24,SUP05,Evergreen Pet,10,266,1,1,1,3.77
R013519,2026-08-24,SUP09,Iris Kids,18,293,1,1,1,6.39
R013520,2026-08-24,SUP09,Iris Kids,16,1153,1,1,1,9.47
R013521,2026-08-24,SUP02,Brightline Beauty,14,497,1,1,1,4.64
R013522,2026-08-24,SUP09,Iris Kids,10,825,1,1,1,5.07
R013523,2026-08-24,SUP08,Harbor Home,13,872,1,1,1,2.81
R013524,2026-08-24,SUP02,Brightline Beauty,15,319,0,1,1,4.33
R013525,2026-08-24,SUP05,Evergreen Pet,17,693,1,1,1,10.21
R013526,2026-08-24,SUP01,Alder Foods,15,1141,1,1,1,2.51
R013527,2026-08-24,SUP01,Alder Foods,9,1280,1,1,1,4.99
R013528,2026-08-24,SUP09,Iris Kids,10,924,1,1,1,3.96
R013529,2026-08-24,SUP08,Harbor Home,13,520,1,0,1,3.17
R013530,2026-08-24,SUP09,Iris Kids,17,256,1,1,1,10.52
R013531,2026-08-24,SUP05,Evergreen Pet,10,1291,1,1,1,5.03
R013532,2026-08-24,SUP03,Cobalt Electronics,8,1199,0,1,1,3.18
R013533,2026-08-24,SUP03,Cobalt Electronics,11,461,0,1,1,4.4
R013534,2026-08-24,SUP07,Granite Tools,15,1119,1,1,1,3.01
R013535,2026-08-24,SUP05,Evergreen Pet,11,328,1,1,1,5.06
R013536,2026-08-24,SUP04,Delta Apparel,19,325,1,1,1,7.7
R013537,2026-08-24,SUP03,Cobalt Electronics,9,390,1,1,1,2.91
R013538,2026-08-24,SUP04,Delta Apparel,19,853,1,1,1,5.4
R013539,2026-08-24,SUP04,Delta Apparel,9,1300,1,1,1,4.35
R013540,2026-08-24,SUP04,Delta Apparel,9,878,1,1,1,2.58
R013541,2026-08-24,SUP05,Evergreen Pet,12,847,1,1,1,3.62
R013542,2026-08-24,SUP08,Harbor Home,7,1335,1,1,1,2.91
R013543,2026-08-24,SUP06,Fjord Outdoor,20,1043,1,1,1,5.51
R013544,2026-08-25,SUP04,Delta Apparel,17,727,1,1,1,10.41
R013545,2026-08-25,SUP01,Alder Foods,17,914,1,1,0,10.51
R013546,2026-08-25,SUP02,Brightline Beauty,9,462,1,1,1,4.37
R013547,2026-08-25,SUP07,Granite Tools,9,284,1,1,1,4.2
R013548,2026-08-25,SUP06,Fjord Outdoor,8,524,1,1,1,4.9
R013549,2026-08-25,SUP04,Delta Apparel,10,1128,1,1,1,4.4
R013550,2026-08-25,SUP03,Cobalt Electronics,13,302,1,1,1,5.13
R013551,2026-08-25,SUP05,Evergreen Pet,10,496,1,1,1,2.55
R013552,2026-08-25,SUP10,Juniper Kitchen,10,784,1,1,1,4.07
R013553,2026-08-25,SUP03,Cobalt Electronics,16,1219,1,1,1,10.16
R013554,2026-08-25,SUP02,Brightline Beauty,8,964,1,1,1,5.05
R013555,2026-08-25,SUP06,Fjord Outdoor,10,741,1,1,1,3.31
R013556,2026-08-25,SUP01,Alder Foods,12,472,1,1,1,4.53
R013557,2026-08-25,SUP10,Juniper Kitchen,19,404,1,1,1,7.95
R013558,2026-08-25,SUP02,Brightline Beauty,12,1067,1,1,1,4.73
R013559,2026-08-25,SUP04,Delta Apparel,12,899,1,1,1,4.72
R013560,2026-08-25,SUP02,Brightline Beauty,9,1028,1,1,1,4.27
R013561,2026-08-25,SUP06,Fjord Outdoor,16,267,1,1,0,7.19
R013562,2026-08-25,SUP03,Cobalt Electronics,13,1131,1,1,1,3.44
R013563,2026-08-25,SUP10,Juniper Kitchen,10,307,1,1,1,5.1
R013564,2026-08-25,SUP05,Evergreen Pet,9,1084,1,1,1,5.21
R013565,2026-08-25,SUP01,Alder Foods,13,1084,0,1,1,3.59
R013566,2026-08-25,SUP08,Harbor Home,12,760,1,1,1,4.61
R013567,2026-08-25,SUP08,Harbor Home,17,504,1,1,1,7.58
R013568,2026-08-25,SUP10,Juniper Kitchen,16,671,1,1,1,8.32
R013569,2026-08-25,SUP05,Evergreen Pet,11,1008,1,1,1,4.37
R013570,2026-08-25,SUP08,Harbor Home,13,463,1,1,1,3.47
R013571,2026-08-25,SUP07,Granite Tools,6,263,1,1,0,5.17
R013572,2026-08-25,SUP06,Fjord Outdoor,11,892,1,1,1,4.12
R013573,2026-08-25,SUP05,Evergreen Pet,14,1339,1,1,1,5.19
R013574,2026-08-25,SUP08,Harbor Home,8,774,1,1,1,3.42
R013575,2026-08-25,SUP03,Cobalt Electronics,13,350,1,1,0,3.5
R013576,2026-08-25,SUP01,Alder Foods,15,342,1,1,1,3.38
R013577,2026-08-25,SUP07,Granite Tools,8,630,1,1,1,2.63
R013578,2026-08-25,SUP04,Delta Apparel,13,613,1,1,1,2.76
R013579,2026-08-25,SUP05,Evergreen Pet,7,1147,1,1,1,4.23
R013580,2026-08-25,SUP03,Cobalt Electronics,18,1189,0,1,1,6.43
R013581,2026-08-25,SUP08,Harbor Home,18,685,1,1,1,8.29
R013582,2026-08-25,SUP08,Harbor Home,13,870,1,1,1,4.46
R013583,2026-08-25,SUP09,Iris Kids,7,957,1,1,1,2.59
R013584,2026-08-25,SUP05,Evergreen Pet,11,1353,1,1,1,3.98
R013585,2026-08-25,SUP06,Fjord Outdoor,7,621,1,1,1,3.86
R013586,2026-08-25,SUP07,Granite Tools,17,1281,1,1,1,9.89
R013587,2026-08-25,SUP08,Harbor Home,14,399,1,1,1,3.5
R013588,2026-08-25,SUP08,Harbor Home,8,374,1,1,1,4.75
R013589,2026-08-25,SUP04,Delta Apparel,10,564,1,1,1,3.1
R013590,2026-08-25,SUP04,Delta Apparel,14,1052,1,1,1,4.18
R013591,2026-08-25,SUP03,Cobalt Electronics,10,966,1,1,1,3.09
R013592,2026-08-25,SUP03,Cobalt Electronics,10,514,1,1,1,4.61
R013593,2026-08-25,SUP10,Juniper Kitchen,16,1089,1,1,1,6.15
R013594,2026-08-25,SUP01,Alder Foods,8,1320,0,1,1,3.41
R013595,2026-08-25,SUP10,Juniper Kitchen,8,458,1,1,1,4.51
R013596,2026-08-25,SUP10,Juniper Kitchen,6,532,1,1,1,3.86
R013597,2026-08-25,SUP08,Harbor Home,15,841,1,1,1,4.32
R013598,2026-08-25,SUP05,Evergreen Pet,12,622,1,1,1,4.95
R013599,2026-08-25,SUP03,Cobalt Electronics,10,1220,1,1,1,4.17
R013600,2026-08-25,SUP03,Cobalt Electronics,9,386,1,1,1,2.87
R013601,2026-08-25,SUP03,Cobalt Electronics,12,1032,1,1,1,3.75
R013602,2026-08-25,SUP10,Juniper Kitchen,7,997,1,1,1,3.42
R013603,2026-08-26,SUP05,Evergreen Pet,15,608,1,1,1,2.85
R013604,2026-08-26,SUP08,Harbor Home,16,810,1,1,1,5.43
R013605,2026-08-26,SUP06,Fjord Outdoor,9,785,0,1,1,2.61
R013606,2026-08-26,SUP08,Harbor Home,15,1345,1,1,1,4.06
R013607,2026-08-26,SUP04,Delta Apparel,19,1363,1,1,1,9.75
R013608,2026-08-26,SUP08,Harbor Home,9,1207,0,1,1,3.83
R013609,2026-08-26,SUP03,Cobalt Electronics,8,1285,1,1,1,3.38
R013610,2026-08-26,SUP09,Iris Kids,17,596,1,1,1,7.61
R013611,2026-08-26,SUP10,Juniper Kitchen,19,709,1,1,1,9.43
R013612,2026-08-26,SUP04,Delta Apparel,14,332,1,1,1,3.12
R013613,2026-08-26,SUP07,Granite Tools,19,481,1,1,1,10.28
R013614,2026-08-26,SUP07,Granite Tools,10,548,1,1,1,3.22
R013615,2026-08-26,SUP06,Fjord Outdoor,10,1025,1,1,0,4.38
R013616,2026-08-26,SUP08,Harbor Home,10,1151,1,0,1,4.26
R013617,2026-08-26,SUP04,Delta Apparel,16,455,1,1,1,5.58
R013618,2026-08-26,SUP10,Juniper Kitchen,12,495,1,1,1,4.11
R013619,2026-08-26,SUP07,Granite Tools,12,629,1,1,1,2.54
R013620,2026-08-26,SUP01,Alder Foods,13,374,1,1,1,4.82
R013621,2026-08-26,SUP02,Brightline Beauty,16,1313,1,1,1,5.33
R013622,2026-08-26,SUP01,Alder Foods,10,675,0,1,1,4.24
R013623,2026-08-26,SUP03,Cobalt Electronics,7,661,1,1,1,5.22
R013624,2026-08-26,SUP10,Juniper Kitchen,9,1166,1,1,1,4.52
R013625,2026-08-26,SUP03,Cobalt Electronics,9,594,1,1,1,4.44
R013626,2026-08-26,SUP03,Cobalt Electronics,18,300,1,1,1,9.08
R013627,2026-08-26,SUP10,Juniper Kitchen,18,257,1,1,1,5.78
R013628,2026-08-26,SUP10,Juniper Kitchen,10,1013,1,1,1,4.49
R013629,2026-08-26,SUP02,Brightline Beauty,8,1086,1,1,1,5.12
R013630,2026-08-26,SUP03,Cobalt Electronics,14,1089,1,1,1,3.23
R013631,2026-08-26,SUP03,Cobalt Electronics,13,579,1,1,1,2.69
R013632,2026-08-26,SUP09,Iris Kids,14,1367,1,1,1,4.7
R013633,2026-08-26,SUP02,Brightline Beauty,8,376,1,1,1,3.43
R013634,2026-08-26,SUP08,Harbor Home,10,660,1,1,1,3.45
R013635,2026-08-26,SUP05,Evergreen Pet,18,468,1,1,1,8.99
R013636,2026-08-26,SUP04,Delta Apparel,7,802,1,1,1,5.24
R013637,2026-08-26,SUP04,Delta Apparel,18,279,0,1,1,10.03
R013638,2026-08-26,SUP08,Harbor Home,14,531,1,1,1,4.47
R013639,2026-08-26,SUP09,Iris Kids,19,546,1,1,1,6.7
R013640,2026-08-26,SUP09,Iris Kids,20,741,1,1,1,6.42
R013641,2026-08-26,SUP09,Iris Kids,11,1389,1,1,1,3.94
R013642,2026-08-26,SUP06,Fjord Outdoor,21,1081,0,1,1,8.67
R013643,2026-08-26,SUP05,Evergreen Pet,16,1094,0,1,1,7.98
R013644,2026-08-26,SUP02,Brightline Beauty,8,667,1,1,1,3.27
R013645,2026-08-26,SUP04,Delta Apparel,12,489,1,1,1,2.94
R013646,2026-08-26,SUP07,Granite Tools,10,1012,1,1,1,4.19
R013647,2026-08-26,SUP09,Iris Kids,8,512,0,1,1,3.72
R013648,2026-08-26,SUP10,Juniper Kitchen,15,316,1,1,1,2.62
R013649,2026-08-26,SUP08,Harbor Home,14,325,1,0,1,4.94
R013650,2026-08-26,SUP08,Harbor Home,16,439,0,1,1,8.53
R013651,2026-08-26,SUP07,Granite Tools,10,633,1,1,1,3.05
R013652,2026-08-26,SUP06,Fjord Outdoor,17,829,1,1,1,6.02
R013653,2026-08-26,SUP02,Brightline Beauty,8,924,1,1,1,4.83
R013654,2026-08-26,SUP10,Juniper Kitchen,11,808,1,1,1,4.35
R013655,2026-08-27,SUP07,Granite Tools,11,957,1,1,1,2.62
R013656,2026-08-27,SUP02,Brightline Beauty,8,674,1,1,1,2.61
R013657,2026-08-27,SUP07,Granite Tools,19,1313,1,1,1,10.19
R013658,2026-08-27,SUP01,Alder Foods,8,767,1,1,1,3.26
R013659,2026-08-27,SUP02,Brightline Beauty,20,1295,1,1,0,7.82
R013660,2026-08-27,SUP07,Granite Tools,10,838,1,1,1,4.65
R013661,2026-08-27,SUP04,Delta Apparel,9,826,1,1,1,2.97
R013662,2026-08-27,SUP08,Harbor Home,11,1102,1,1,1,3.42
R013663,2026-08-27,SUP04,Delta Apparel,9,986,1,1,1,4.45
R013664,2026-08-27,SUP08,Harbor Home,10,900,1,1,1,4.09
R013665,2026-08-27,SUP01,Alder Foods,13,1114,0,1,1,4.05
R013666,2026-08-27,SUP07,Granite Tools,10,314,1,1,1,3.23
R013667,2026-08-27,SUP10,Juniper Kitchen,12,1079,1,1,1,5.06
R013668,2026-08-27,SUP08,Harbor Home,16,660,1,1,1,10.61
R013669,2026-08-27,SUP01,Alder Foods,11,1190,1,1,1,3.93
R013670,2026-08-27,SUP01,Alder Foods,16,312,1,1,1,9.73
R013671,2026-08-27,SUP10,Juniper Kitchen,9,1082,1,1,1,3.69
R013672,2026-08-27,SUP01,Alder Foods,21,883,1,1,1,8.49
R013673,2026-08-27,SUP01,Alder Foods,9,276,1,1,1,3.74
R013674,2026-08-27,SUP02,Brightline Beauty,14,481,1,1,1,3.75
R013675,2026-08-27,SUP08,Harbor Home,11,683,1,1,1,4.71
R013676,2026-08-27,SUP02,Brightline Beauty,14,1315,1,1,1,3.06
R013677,2026-08-27,SUP04,Delta Apparel,11,1111,1,1,1,4.1
R013678,2026-08-27,SUP01,Alder Foods,16,1103,1,1,1,9.99
R013679,2026-08-27,SUP05,Evergreen Pet,13,639,1,1,1,3.24
R013680,2026-08-27,SUP03,Cobalt Electronics,17,1036,1,1,1,7.39
R013681,2026-08-27,SUP01,Alder Foods,12,480,1,0,1,2.54
R013682,2026-08-27,SUP02,Brightline Beauty,10,1052,1,1,1,3.97
R013683,2026-08-27,SUP10,Juniper Kitchen,12,418,1,1,1,2.59
R013684,2026-08-27,SUP03,Cobalt Electronics,15,869,1,1,1,3.88
R013685,2026-08-27,SUP10,Juniper Kitchen,7,1338,1,1,1,3.48
R013686,2026-08-27,SUP03,Cobalt Electronics,11,1076,1,1,1,4.15
R013687,2026-08-27,SUP05,Evergreen Pet,20,953,1,1,1,5.89
R013688,2026-08-27,SUP02,Brightline Beauty,16,1186,1,1,0,7.91
R013689,2026-08-27,SUP03,Cobalt Electronics,12,1303,1,1,1,3.4
R013690,2026-08-27,SUP04,Delta Apparel,19,293,1,1,1,10.42
R013691,2026-08-27,SUP01,Alder Foods,14,885,1,1,1,4.06
R013692,2026-08-27,SUP01,Alder Foods,15,309,1,1,1,4.83
R013693,2026-08-27,SUP06,Fjord Outdoor,15,618,1,1,1,5.15
R013694,2026-08-27,SUP07,Granite Tools,15,513,1,1,1,3.51
R013695,2026-08-27,SUP02,Brightline Beauty,18,385,1,1,1,6.95
R013696,2026-08-27,SUP04,Delta Apparel,20,1182,1,1,1,7.97
R013697,2026-08-27,SUP02,Brightline Beauty,7,1092,1,1,1,3.76
R013698,2026-08-27,SUP04,Delta Apparel,11,1021,1,1,1,3.87
R013699,2026-08-27,SUP07,Granite Tools,10,1363,1,1,1,4.31
R013700,2026-08-27,SUP09,Iris Kids,17,254,1,1,1,6.75
R013701,2026-08-27,SUP01,Alder Foods,16,943,0,1,1,10.43
R013702,2026-08-27,SUP02,Brightline Beauty,10,1147,1,1,1,4.13
R013703,2026-08-27,SUP06,Fjord Outdoor,8,378,1,1,1,3.29
R013704,2026-08-27,SUP04,Delta Apparel,8,1062,1,1,1,4.06
R013705,2026-08-27,SUP09,Iris Kids,11,804,1,1,1,2.84
R013706,2026-08-27,SUP01,Alder Foods,19,801,1,1,1,8.83
R013707,2026-08-27,SUP02,Brightline Beauty,10,1394,1,1,1,3.42
R013708,2026-08-27,SUP10,Juniper Kitchen,13,269,0,1,1,4.4
R013709,2026-08-27,SUP01,Alder Foods,12,414,0,1,1,3.1
R013710,2026-08-27,SUP03,Cobalt Electronics,15,581,1,1,1,3.61
R013711,2026-08-28,SUP06,Fjord Outdoor,10,893,1,1,1,2.62
R013712,2026-08-28,SUP01,Alder Foods,9,735,1,1,0,4.52
R013713,2026-08-28,SUP08,Harbor Home,9,1309,1,1,1,4.67
R013714,2026-08-28,SUP01,Alder Foods,8,1032,1,1,1,3.72
R013715,2026-08-28,SUP08,Harbor Home,12,1163,1,1,1,4.65
R013716,2026-08-28,SUP04,Delta Apparel,17,947,1,1,1,9.2
R013717,2026-08-28,SUP07,Granite Tools,17,700,1,1,1,5.4
R013718,2026-08-28,SUP05,Evergreen Pet,14,1311,1,1,1,3.91
R013719,2026-08-28,SUP01,Alder Foods,7,1395,1,1,1,2.97
R013720,2026-08-28,SUP10,Juniper Kitchen,7,495,1,1,1,4.53
R013721,2026-08-28,SUP06,Fjord Outdoor,8,451,1,1,0,3.9
R013722,2026-08-28,SUP01,Alder Foods,11,586,1,1,1,4.52
R013723,2026-08-28,SUP05,Evergreen Pet,11,1363,1,1,1,2.86
R013724,2026-08-28,SUP03,Cobalt Electronics,14,1165,1,1,1,3.97
R013725,2026-08-28,SUP07,Granite Tools,15,846,1,1,1,3.31
