주문번호,주문일자,매장코드,제품코드,수량,정가,할인율,매출액,원가
O20260105-019733,2026-01-05,S07,P028,1,89000,0.0,89000,44500
O20260105-019734,2026-01-05,S08,P016,2,119000,0.0,238000,119000
O20260105-019735,2026-01-05,S08,P038,1,49000,0.0,49000,23030
O20260105-019736,2026-01-05,S08,P041,1,38000,0.1,34200,11400
O20260105-019737,2026-01-05,S10,P016,2,119000,0.0,238000,119000
O20260105-019738,2026-01-05,S10,P035,1,15900,0.0,15900,6678
O20260105-019739,2026-01-05,S11,P012,1,189000,0.0,189000,79380
O20260105-019740,2026-01-05,S11,P022,1,29000,0.0,29000,17980
O20260105-019741,2026-01-05,S13,P042,1,22000,0.1,19800,7040
O20260105-019742,2026-01-05,S14,P003,1,459000,0.1,413100,321300
O20260105-019743,2026-01-05,S18,P022,1,29000,0.0,29000,17980
O20260105-019744,2026-01-05,S18,P034,1,69000,0.0,69000,31740
O20260105-019745,2026-01-05,ON1,P008,1,129000,0.1,116100,79980
O20260105-019746,2026-01-05,ON1,P013,1,59000,0.0,59000,23600
O20260105-019747,2026-01-05,ON1,P026,2,12900,0.0,25800,12384
O20260105-019748,2026-01-05,ON1,P021,3,159000,0.1,429300,333900
O20260105-019749,2026-01-05,ON1,P038,3,49000,0.05,139650,69090
O20260105-019750,2026-01-05,ON1,P042,3,22000,0.0,66000,21120
O20260105-019751,2026-01-05,ON2,P015,1,69000,0.0,69000,27600
O20260105-019752,2026-01-05,ON2,P024,1,19900,0.0,19900,10945
O20260105-019753,2026-01-05,ON2,P046,3,16900,0.3,35490,18252
O20260106-019754,2026-01-06,S01,P001,1,2190000,0.2,1752000,1708200
O20260106-019755,2026-01-06,S01,P014,1,45000,0.0,45000,17100
O20260106-019756,2026-01-06,S01,P023,1,42000,0.0,42000,27720
O20260106-019757,2026-01-06,S01,P044,2,42000,0.0,84000,27720
O20260106-019758,2026-01-06,S02,P026,3,12900,0.0,38700,18576
O20260106-019759,2026-01-06,S03,P014,1,45000,0.0,45000,17100
O20260106-019760,2026-01-06,S04,P015,1,69000,0.0,69000,27600
O20260106-019761,2026-01-06,S05,P021,2,159000,0.0,318000,222600
O20260106-019762,2026-01-06,S06,P012,1,189000,0.1,170100,79380
O20260106-019763,2026-01-06,S06,P028,1,89000,0.0,89000,44500
O20260106-019764,2026-01-06,S09,P026,2,12900,0.0,25800,12384
O20260106-019765,2026-01-06,S09,P044,1,42000,0.0,42000,13860
O20260106-019766,2026-01-06,S10,P022,1,29000,0.05,27550,17980
O20260106-019767,2026-01-06,S11,P024,1,19900,0.1,17910,10945
O20260106-019768,2026-01-06,S12,P014,1,45000,0.2,36000,17100
O20260106-019769,2026-01-06,S13,P012,2,189000,0.0,378000,158760
O20260106-019770,2026-01-06,S14,P042,2,22000,0.05,41800,14080
O20260106-019771,2026-01-06,S15,P016,1,119000,0.2,95200,59500
O20260106-019772,2026-01-06,S15,P021,2,159000,0.0,318000,222600
O20260106-019773,2026-01-06,S15,P031,2,79000,0.1,142200,75840
O20260106-019774,2026-01-06,S16,P025,1,24900,0.0,24900,14442
O20260106-019775,2026-01-06,ON1,P005,1,149000,0.0,149000,101320
O20260106-019776,2026-01-06,ON1,P016,3,119000,0.0,357000,178500
O20260106-019777,2026-01-06,ON1,P015,1,69000,0.0,69000,27600
O20260106-019778,2026-01-06,ON1,P026,1,12900,0.0,12900,6192
O20260106-019779,2026-01-06,ON1,P032,1,29900,0.1,26910,13455
O20260106-019780,2026-01-06,ON1,P048,2,98000,0.0,196000,74480
O20260106-019781,2026-01-06,ON2,P001,1,2190000,0.0,2190000,1708200
O20260106-019782,2026-01-06,ON2,P013,1,59000,0.1,53100,23600
O20260106-019783,2026-01-06,ON2,P028,1,89000,0.0,89000,44500
O20260106-019784,2026-01-06,ON2,P037,1,27000,0.2,21600,10800
O20260106-019785,2026-01-06,ON2,P047,1,15000,0.05,14250,5100
O20260107-019786,2026-01-07,S01,P014,1,45000,0.1,40500,17100
O20260107-019787,2026-01-07,S01,P024,4,19900,0.0,79600,43780
O20260107-019788,2026-01-07,S01,P037,1,27000,0.0,27000,10800
O20260107-019789,2026-01-07,S02,P007,1,219000,0.0,219000,140160
O20260107-019790,2026-01-07,S02,P014,1,45000,0.0,45000,17100
O20260107-019791,2026-01-07,S02,P028,2,89000,0.0,178000,89000
O20260107-019792,2026-01-07,S02,P048,3,98000,0.0,294000,111720
O20260107-019793,2026-01-07,S03,P016,1,119000,0.0,119000,59500
O20260107-019794,2026-01-07,S03,P028,4,89000,0.2,284800,178000
O20260107-019795,2026-01-07,S04,P015,2,69000,0.1,124200,55200
O20260107-019796,2026-01-07,S04,P037,2,27000,0.0,54000,21600
O20260107-019797,2026-01-07,S04,P043,4,45000,0.0,180000,50400
O20260107-019798,2026-01-07,S05,P013,1,59000,0.0,59000,23600
O20260107-019799,2026-01-07,S05,P042,2,22000,0.05,41800,14080
O20260107-019800,2026-01-07,S06,P021,2,159000,0.05,302100,222600
O20260107-019801,2026-01-07,S06,P046,1,16900,0.0,16900,6084
O20260107-019802,2026-01-07,S07,P048,4,98000,0.2,313600,148960
O20260107-019803,2026-01-07,S09,P024,1,19900,0.0,19900,10945
O20260107-019804,2026-01-07,S09,P032,1,29900,0.0,29900,13455
O20260107-019805,2026-01-07,S12,P026,2,12900,0.0,25800,12384
O20260107-019806,2026-01-07,S13,P012,1,189000,0.0,189000,79380
O20260107-019807,2026-01-07,S15,P012,1,189000,0.0,189000,79380
O20260107-019808,2026-01-07,S15,P023,1,42000,0.1,37800,27720
O20260107-019809,2026-01-07,S17,P028,1,89000,0.0,89000,44500
O20260107-019810,2026-01-07,S17,P041,2,38000,0.0,76000,22800
O20260107-019811,2026-01-07,ON1,P004,1,189000,0.0,189000,139860
O20260107-019812,2026-01-07,ON1,P015,1,69000,0.2,55200,27600
O20260107-019813,2026-01-07,ON1,P024,5,19900,0.3,69650,54725
O20260107-019814,2026-01-07,ON1,P026,2,12900,0.0,25800,12384
O20260107-019815,2026-01-07,ON1,P041,4,38000,0.2,121600,45600
O20260107-019816,2026-01-07,ON2,P013,2,59000,0.0,118000,47200
O20260107-019817,2026-01-07,ON2,P022,4,29000,0.0,116000,71920
O20260107-019818,2026-01-07,ON2,P041,3,38000,0.0,114000,34200
O20260108-019819,2026-01-08,S01,P021,1,159000,0.0,159000,111300
O20260108-019820,2026-01-08,S01,P033,1,18900,0.1,17010,10395
O20260108-019821,2026-01-08,S01,P041,3,38000,0.05,108300,34200
O20260108-019822,2026-01-08,S02,P021,1,159000,0.05,151050,111300
O20260108-019823,2026-01-08,S02,P037,1,27000,0.2,21600,10800
O20260108-019824,2026-01-08,S02,P042,2,22000,0.0,44000,14080
O20260108-019825,2026-01-08,S04,P022,4,29000,0.0,116000,71920
O20260108-019826,2026-01-08,S04,P037,1,27000,0.3,18900,10800
O20260108-019827,2026-01-08,S05,P012,1,189000,0.0,189000,79380
O20260108-019828,2026-01-08,S06,P001,2,2190000,0.05,4161000,3416400
O20260108-019829,2026-01-08,S06,P028,3,89000,0.0,267000,133500
O20260108-019830,2026-01-08,S06,P036,2,32000,0.0,64000,22400
O20260108-019831,2026-01-08,S07,P014,1,45000,0.1,40500,17100
O20260108-019832,2026-01-08,S07,P035,3,15900,0.2,38160,20034
O20260108-019833,2026-01-08,S07,P044,2,42000,0.1,75600,27720
O20260108-019834,2026-01-08,S09,P014,3,45000,0.0,135000,51300
O20260108-019835,2026-01-08,S09,P022,2,29000,0.0,58000,35960
O20260108-019836,2026-01-08,S10,P013,1,59000,0.0,59000,23600
O20260108-019837,2026-01-08,S10,P028,4,89000,0.0,356000,178000
O20260108-019838,2026-01-08,S11,P017,1,89000,0.0,89000,39160
O20260108-019839,2026-01-08,S11,P043,1,45000,0.0,45000,12600
O20260108-019840,2026-01-08,S12,P024,1,19900,0.0,19900,10945
O20260108-019841,2026-01-08,S12,P048,1,98000,0.0,98000,37240
O20260108-019842,2026-01-08,S14,P011,1,129000,0.0,129000,58050
O20260108-019843,2026-01-08,S14,P021,2,159000,0.0,318000,222600
O20260108-019844,2026-01-08,S15,P017,1,89000,0.0,89000,39160
O20260108-019845,2026-01-08,S15,P045,2,29000,0.0,58000,17400
O20260108-019846,2026-01-08,S16,P032,2,29900,0.1,53820,26910
O20260108-019847,2026-01-08,S17,P024,3,19900,0.0,59700,32835
O20260108-019848,2026-01-08,S17,P034,3,69000,0.0,207000,95220
O20260108-019849,2026-01-08,S17,P042,3,22000,0.1,59400,21120
O20260108-019850,2026-01-08,S18,P025,1,24900,0.0,24900,14442
O20260108-019851,2026-01-08,ON1,P006,1,329000,0.0,329000,217140
O20260108-019852,2026-01-08,ON1,P016,1,119000,0.05,113050,59500
O20260108-019853,2026-01-08,ON1,P021,4,159000,0.0,636000,445200
O20260108-019854,2026-01-08,ON1,P043,2,45000,0.05,85500,25200
O20260108-019855,2026-01-08,ON2,P001,1,2190000,0.05,2080500,1708200
O20260108-019856,2026-01-08,ON2,P013,1,59000,0.2,47200,23600
O20260108-019857,2026-01-08,ON2,P024,3,19900,0.0,59700,32835
O20260108-019858,2026-01-08,ON2,P042,2,22000,0.0,44000,14080
O20260109-019859,2026-01-09,S01,P006,1,329000,0.05,312550,217140
O20260109-019860,2026-01-09,S01,P017,1,89000,0.05,84550,39160
O20260109-019861,2026-01-09,S01,P025,3,24900,0.05,70965,43326
O20260109-019862,2026-01-09,S02,P026,2,12900,0.05,24510,12384
O20260109-019863,2026-01-09,S02,P033,1,18900,0.0,18900,10395
O20260109-019864,2026-01-09,S03,P014,1,45000,0.1,40500,17100
O20260109-019865,2026-01-09,S03,P022,2,29000,0.0,58000,35960
O20260109-019866,2026-01-09,S03,P037,1,27000,0.05,25650,10800
O20260109-019867,2026-01-09,S04,P017,1,89000,0.2,71200,39160
O20260109-019868,2026-01-09,S04,P028,1,89000,0.05,84550,44500
O20260109-019869,2026-01-09,S05,P013,1,59000,0.0,59000,23600
O20260109-019870,2026-01-09,S05,P025,2,24900,0.1,44820,28884
O20260109-019871,2026-01-09,S06,P046,2,16900,0.05,32110,12168
O20260109-019872,2026-01-09,S07,P021,3,159000,0.1,429300,333900
O20260109-019873,2026-01-09,S08,P045,2,29000,0.05,55100,17400
O20260109-019874,2026-01-09,S09,P026,1,12900,0.0,12900,6192
O20260109-019875,2026-01-09,S09,P042,3,22000,0.0,66000,21120
O20260109-019876,2026-01-09,S11,P008,1,129000,0.0,129000,79980
O20260109-019877,2026-01-09,S11,P028,4,89000,0.1,320400,178000
O20260109-019878,2026-01-09,S11,P041,1,38000,0.0,38000,11400
O20260109-019879,2026-01-09,S12,P016,2,119000,0.05,226100,119000
O20260109-019880,2026-01-09,S12,P024,4,19900,0.0,79600,43780
O20260109-019881,2026-01-09,S15,P013,1,59000,0.0,59000,23600
O20260109-019882,2026-01-09,S15,P028,1,89000,0.0,89000,44500
O20260109-019883,2026-01-09,S15,P036,1,32000,0.0,32000,11200
O20260109-019884,2026-01-09,S15,P047,1,15000,0.05,14250,5100
O20260109-019885,2026-01-09,S16,P046,2,16900,0.1,30420,12168
O20260109-019886,2026-01-09,ON1,P013,2,59000,0.05,112100,47200
O20260109-019887,2026-01-09,ON1,P014,1,45000,0.0,45000,17100
O20260109-019888,2026-01-09,ON1,P021,1,159000,0.0,159000,111300
O20260109-019889,2026-01-09,ON1,P026,1,12900,0.05,12255,6192
O20260109-019890,2026-01-09,ON1,P038,1,49000,0.1,44100,23030
O20260109-019891,2026-01-09,ON1,P045,1,29000,0.0,29000,8700
O20260109-019892,2026-01-09,ON2,P004,1,189000,0.05,179550,139860
O20260109-019893,2026-01-09,ON2,P014,1,45000,0.05,42750,17100
O20260109-019894,2026-01-09,ON2,P027,2,8900,0.05,16910,9256
O20260109-019895,2026-01-09,ON2,P023,1,42000,0.0,42000,27720
O20260110-019896,2026-01-10,S01,P025,1,24900,0.0,24900,14442
O20260110-019897,2026-01-10,S01,P033,1,18900,0.05,17955,10395
O20260110-019898,2026-01-10,S01,P048,1,98000,0.0,98000,37240
O20260110-019899,2026-01-10,S02,P013,1,59000,0.1,53100,23600
O20260110-019900,2026-01-10,S02,P022,2,29000,0.0,58000,35960
O20260110-019901,2026-01-10,S03,P031,2,79000,0.0,158000,75840
O20260110-019902,2026-01-10,S03,P045,1,29000,0.1,26100,8700
O20260110-019903,2026-01-10,S04,P015,1,69000,0.0,69000,27600
O20260110-019904,2026-01-10,S04,P023,1,42000,0.1,37800,27720
O20260110-019905,2026-01-10,S04,P032,1,29900,0.0,29900,13455
O20260110-019906,2026-01-10,S04,P041,2,38000,0.1,68400,22800
O20260110-019907,2026-01-10,S05,P006,1,329000,0.2,263200,217140
O20260110-019908,2026-01-10,S05,P028,4,89000,0.1,320400,178000
O20260110-019909,2026-01-10,S07,P047,4,15000,0.0,60000,20400
O20260110-019910,2026-01-10,S08,P018,2,79000,0.0,158000,64780
O20260110-019911,2026-01-10,S08,P032,1,29900,0.05,28405,13455
O20260110-019912,2026-01-10,S09,P023,3,42000,0.05,119700,83160
O20260110-019913,2026-01-10,S09,P038,1,49000,0.0,49000,23030
O20260110-019914,2026-01-10,S11,P004,1,189000,0.1,170100,139860
O20260110-019915,2026-01-10,S11,P011,1,129000,0.0,129000,58050
O20260110-019916,2026-01-10,S11,P028,3,89000,0.0,267000,133500
O20260110-019917,2026-01-10,S13,P028,3,89000,0.0,267000,133500
O20260110-019918,2026-01-10,S16,P024,3,19900,0.0,59700,32835
O20260110-019919,2026-01-10,S16,P033,1,18900,0.0,18900,10395
O20260110-019920,2026-01-10,S17,P031,1,79000,0.05,75050,37920
O20260110-019921,2026-01-10,S18,P027,1,8900,0.1,8010,4628
O20260110-019922,2026-01-10,S18,P041,1,38000,0.0,38000,11400
O20260110-019923,2026-01-10,ON1,P016,1,119000,0.2,95200,59500
O20260110-019924,2026-01-10,ON1,P027,2,8900,0.0,17800,9256
O20260110-019925,2026-01-10,ON1,P023,1,42000,0.0,42000,27720
O20260110-019926,2026-01-10,ON1,P045,1,29000,0.3,20300,8700
O20260110-019927,2026-01-10,ON2,P013,1,59000,0.0,59000,23600
O20260110-019928,2026-01-10,ON2,P025,2,24900,0.05,47310,28884
O20260110-019929,2026-01-10,ON2,P042,1,22000,0.0,22000,7040
O20260111-019930,2026-01-11,S01,P015,1,69000,0.0,69000,27600
O20260111-019931,2026-01-11,S01,P026,1,12900,0.0,12900,6192
O20260111-019932,2026-01-11,S01,P037,1,27000,0.0,27000,10800
O20260111-019933,2026-01-11,S01,P042,1,22000,0.0,22000,7040
O20260111-019934,2026-01-11,S02,P015,1,69000,0.3,48300,27600
O20260111-019935,2026-01-11,S02,P021,1,159000,0.0,159000,111300
O20260111-019936,2026-01-11,S03,P021,1,159000,0.1,143100,111300
O20260111-019937,2026-01-11,S03,P048,3,98000,0.0,294000,111720
O20260111-019938,2026-01-11,S04,P001,1,2190000,0.0,2190000,1708200
O20260111-019939,2026-01-11,S04,P018,2,79000,0.0,158000,64780
O20260111-019940,2026-01-11,S04,P023,4,42000,0.05,159600,110880
O20260111-019941,2026-01-11,S04,P044,2,42000,0.0,84000,27720
O20260111-019942,2026-01-11,S05,P027,3,8900,0.0,26700,13884
O20260111-019943,2026-01-11,S07,P022,1,29000,0.0,29000,17980
O20260111-019944,2026-01-11,S08,P013,1,59000,0.0,59000,23600
O20260111-019945,2026-01-11,S08,P021,1,159000,0.05,151050,111300
O20260111-019946,2026-01-11,S09,P024,1,19900,0.0,19900,10945
O20260111-019947,2026-01-11,S09,P031,1,79000,0.0,79000,37920
O20260111-019948,2026-01-11,S10,P028,3,89000,0.0,267000,133500
O20260111-019949,2026-01-11,S10,P042,2,22000,0.0,44000,14080
O20260111-019950,2026-01-11,S11,P037,1,27000,0.2,21600,10800
O20260111-019951,2026-01-11,S12,P023,2,42000,0.05,79800,55440
O20260111-019952,2026-01-11,S12,P032,1,29900,0.0,29900,13455
O20260111-019953,2026-01-11,S13,P017,2,89000,0.0,178000,78320
O20260111-019954,2026-01-11,S13,P044,1,42000,0.0,42000,13860
O20260111-019955,2026-01-11,S14,P012,1,189000,0.05,179550,79380
O20260111-019956,2026-01-11,S14,P047,5,15000,0.1,67500,25500
O20260111-019957,2026-01-11,S15,P021,1,159000,0.0,159000,111300
O20260111-019958,2026-01-11,S16,P026,5,12900,0.0,64500,30960
O20260111-019959,2026-01-11,S16,P036,1,32000,0.0,32000,11200
O20260111-019960,2026-01-11,ON1,P015,1,69000,0.0,69000,27600
O20260111-019961,2026-01-11,ON1,P014,1,45000,0.0,45000,17100
O20260111-019962,2026-01-11,ON1,P028,2,89000,0.0,178000,89000
O20260111-019963,2026-01-11,ON1,P027,4,8900,0.0,35600,18512
O20260111-019964,2026-01-11,ON1,P033,2,18900,0.1,34020,20790
O20260111-019965,2026-01-11,ON1,P044,2,42000,0.1,75600,27720
O20260111-019966,2026-01-11,ON2,P004,1,189000,0.3,132300,139860
O20260111-019967,2026-01-11,ON2,P015,2,69000,0.2,110400,55200
O20260111-019968,2026-01-11,ON2,P027,4,8900,0.0,35600,18512
O20260111-019969,2026-01-11,ON2,P023,1,42000,0.0,42000,27720
O20260111-019970,2026-01-11,ON2,P041,1,38000,0.05,36100,11400
O20260112-019971,2026-01-12,S01,P013,2,59000,0.0,118000,47200
O20260112-019972,2026-01-12,S01,P023,1,42000,0.0,42000,27720
O20260112-019973,2026-01-12,S01,P043,1,45000,0.2,36000,12600
O20260112-019974,2026-01-12,S02,P014,1,45000,0.0,45000,17100
O20260112-019975,2026-01-12,S02,P024,1,19900,0.0,19900,10945
O20260112-019976,2026-01-12,S02,P031,1,79000,0.05,75050,37920
O20260112-019977,2026-01-12,S03,P012,1,189000,0.0,189000,79380
O20260112-019978,2026-01-12,S03,P022,2,29000,0.0,58000,35960
O20260112-019979,2026-01-12,S03,P037,1,27000,0.0,27000,10800
O20260112-019980,2026-01-12,S04,P025,3,24900,0.0,74700,43326
O20260112-019981,2026-01-12,S04,P041,1,38000,0.0,38000,11400
O20260112-019982,2026-01-12,S05,P011,2,129000,0.0,258000,116100
O20260112-019983,2026-01-12,S05,P026,1,12900,0.0,12900,6192
O20260112-019984,2026-01-12,S05,P043,2,45000,0.0,90000,25200
O20260112-019985,2026-01-12,S06,P036,1,32000,0.05,30400,11200
O20260112-019986,2026-01-12,S06,P048,1,98000,0.3,68600,37240
O20260112-019987,2026-01-12,S08,P011,1,129000,0.0,129000,58050
O20260112-019988,2026-01-12,S08,P023,3,42000,0.0,126000,83160
O20260112-019989,2026-01-12,S08,P042,1,22000,0.1,19800,7040
O20260112-019990,2026-01-12,S09,P018,1,79000,0.3,55300,32390
O20260112-019991,2026-01-12,S10,P022,1,29000,0.3,20300,17980
O20260112-019992,2026-01-12,S13,P012,1,189000,0.0,189000,79380
O20260112-019993,2026-01-12,S13,P025,2,24900,0.0,49800,28884
O20260112-019994,2026-01-12,S14,P035,1,15900,0.1,14310,6678
O20260112-019995,2026-01-12,S15,P014,2,45000,0.0,90000,34200
O20260112-019996,2026-01-12,S15,P021,1,159000,0.0,159000,111300
O20260112-019997,2026-01-12,S16,P023,4,42000,0.0,168000,110880
O20260112-019998,2026-01-12,S16,P037,1,27000,0.1,24300,10800
O20260112-019999,2026-01-12,S17,P026,1,12900,0.0,12900,6192
O20260112-020000,2026-01-12,ON1,P003,1,459000,0.3,321300,321300
O20260112-020001,2026-01-12,ON1,P014,1,45000,0.0,45000,17100
O20260112-020002,2026-01-12,ON1,P022,1,29000,0.0,29000,17980
O20260112-020003,2026-01-12,ON1,P026,2,12900,0.0,25800,12384
O20260112-020004,2026-01-12,ON1,P044,4,42000,0.3,117600,55440
O20260112-020005,2026-01-12,ON2,P012,1,189000,0.05,179550,79380
O20260112-020006,2026-01-12,ON2,P022,1,29000,0.0,29000,17980
O20260112-020007,2026-01-12,ON2,P033,1,18900,0.1,17010,10395
O20260112-020008,2026-01-12,ON2,P044,1,42000,0.0,42000,13860
O20260113-020009,2026-01-13,S01,P006,2,329000,0.05,625100,434280
O20260113-020010,2026-01-13,S01,P017,1,89000,0.1,80100,39160
O20260113-020011,2026-01-13,S01,P024,1,19900,0.0,19900,10945
O20260113-020012,2026-01-13,S01,P046,4,16900,0.2,54080,24336
O20260113-020013,2026-01-13,S02,P018,2,79000,0.1,142200,64780
O20260113-020014,2026-01-13,S02,P048,1,98000,0.0,98000,37240
O20260113-020015,2026-01-13,S04,P022,2,29000,0.0,58000,35960
O20260113-020016,2026-01-13,S04,P048,4,98000,0.0,392000,148960
O20260113-020017,2026-01-13,S05,P024,3,19900,0.1,53730,32835
O20260113-020018,2026-01-13,S05,P046,2,16900,0.0,33800,12168
O20260113-020019,2026-01-13,S06,P026,4,12900,0.1,46440,24768
O20260113-020020,2026-01-13,S06,P036,1,32000,0.0,32000,11200
O20260113-020021,2026-01-13,S07,P005,1,149000,0.0,149000,101320
O20260113-020022,2026-01-13,S08,P014,2,45000,0.05,85500,34200
O20260113-020023,2026-01-13,S08,P048,2,98000,0.1,176400,74480
O20260113-020024,2026-01-13,S09,P006,1,329000,0.0,329000,217140
O20260113-020025,2026-01-13,S10,P002,1,689000,0.0,689000,496080
O20260113-020026,2026-01-13,S10,P018,2,79000,0.1,142200,64780
O20260113-020027,2026-01-13,S11,P047,2,15000,0.0,30000,10200
O20260113-020028,2026-01-13,S12,P033,1,18900,0.0,18900,10395
O20260113-020029,2026-01-13,S13,P013,3,59000,0.1,159300,70800
O20260113-020030,2026-01-13,S13,P036,2,32000,0.0,64000,22400
O20260113-020031,2026-01-13,S14,P017,1,89000,0.05,84550,39160
O20260113-020032,2026-01-13,S14,P025,1,24900,0.05,23655,14442
O20260113-020033,2026-01-13,S14,P046,5,16900,0.0,84500,30420
O20260113-020034,2026-01-13,S15,P048,4,98000,0.0,392000,148960
O20260113-020035,2026-01-13,S16,P017,2,89000,0.0,178000,78320
O20260113-020036,2026-01-13,S16,P024,1,19900,0.0,19900,10945
O20260113-020037,2026-01-13,ON1,P006,1,329000,0.2,263200,217140
O20260113-020038,2026-01-13,ON1,P018,1,79000,0.05,75050,32390
O20260113-020039,2026-01-13,ON1,P023,1,42000,0.0,42000,27720
O20260113-020040,2026-01-13,ON1,P041,5,38000,0.0,190000,57000
O20260113-020041,2026-01-13,ON2,P016,1,119000,0.05,113050,59500
O20260113-020042,2026-01-13,ON2,P024,4,19900,0.0,79600,43780
O20260113-020043,2026-01-13,ON2,P025,4,24900,0.0,99600,57768
O20260113-020044,2026-01-13,ON2,P032,1,29900,0.05,28405,13455
O20260114-020045,2026-01-14,S01,P018,1,79000,0.05,75050,32390
O20260114-020046,2026-01-14,S01,P027,1,8900,0.0,8900,4628
O20260114-020047,2026-01-14,S02,P018,1,79000,0.0,79000,32390
O20260114-020048,2026-01-14,S02,P028,5,89000,0.0,445000,222500
O20260114-020049,2026-01-14,S02,P048,2,98000,0.0,196000,74480
O20260114-020050,2026-01-14,S03,P015,1,69000,0.0,69000,27600
O20260114-020051,2026-01-14,S03,P031,1,79000,0.05,75050,37920
O20260114-020052,2026-01-14,S04,P022,1,29000,0.1,26100,17980
O20260114-020053,2026-01-14,S04,P046,5,16900,0.1,76050,30420
O20260114-020054,2026-01-14,S05,P014,2,45000,0.0,90000,34200
O20260114-020055,2026-01-14,S05,P028,2,89000,0.05,169100,89000
O20260114-020056,2026-01-14,S05,P036,1,32000,0.1,28800,11200
O20260114-020057,2026-01-14,S05,P041,1,38000,0.0,38000,11400
O20260114-020058,2026-01-14,S06,P028,1,89000,0.1,80100,44500
O20260114-020059,2026-01-14,S08,P017,1,89000,0.05,84550,39160
O20260114-020060,2026-01-14,S09,P034,2,69000,0.1,124200,63480
O20260114-020061,2026-01-14,S09,P045,2,29000,0.0,58000,17400
O20260114-020062,2026-01-14,S10,P014,1,45000,0.0,45000,17100
O20260114-020063,2026-01-14,S10,P042,1,22000,0.0,22000,7040
O20260114-020064,2026-01-14,S11,P024,2,19900,0.1,35820,21890
O20260114-020065,2026-01-14,S12,P001,1,2190000,0.0,2190000,1708200
O20260114-020066,2026-01-14,S13,P031,1,79000,0.0,79000,37920
O20260114-020067,2026-01-14,S15,P015,1,69000,0.05,65550,27600
O20260114-020068,2026-01-14,ON1,P002,1,689000,0.0,689000,496080
O20260114-020069,2026-01-14,ON1,P018,1,79000,0.0,79000,32390
O20260114-020070,2026-01-14,ON1,P016,1,119000,0.0,119000,59500
O20260114-020071,2026-01-14,ON1,P022,5,29000,0.2,116000,89900
O20260114-020072,2026-01-14,ON1,P036,1,32000,0.0,32000,11200
O20260114-020073,2026-01-14,ON1,P042,2,22000,0.0,44000,14080
O20260114-020074,2026-01-14,ON2,P012,2,189000,0.0,378000,158760
O20260114-020075,2026-01-14,ON2,P025,2,24900,0.05,47310,28884
O20260114-020076,2026-01-14,ON2,P045,2,29000,0.2,46400,17400
